date,city,death,pm10,tempF,o3,dow,season
1988-02-10,balt,25,NA,35.5,-13.93669914,Wednesday,Winter
1988-02-11,balt,27,-10.86451613,35.0,-9.612372309,Thursday,Winter
1988-02-12,balt,28,NA,33.0,-7.30442666,Friday,Winter
1988-02-13,balt,27,-25.95483871,23.5,6.3071226362,Saturday,Winter
1988-02-14,balt,35,NA,29.5,-4.916821026,Sunday,Winter
1988-02-15,balt,16,-5.651971326,41.5,-18.98290084,Monday,Winter
1988-02-16,balt,29,NA,39.0,-8.562830415,Tuesday,Winter
1988-02-17,balt,36,29.561290323,38.5,-17.48645398,Wednesday,Winter
1988-02-18,balt,20,NA,42.0,-16.37624271,Thursday,Winter
1988-02-19,balt,24,-0.270967742,41.0,-18.96570067,Friday,Winter
1988-02-20,balt,22,NA,47.5,-14.83753165,Saturday,Winter
1988-02-21,balt,25,-29.77132616,31.5,2.1103556707,Sunday,Winter
1988-02-22,balt,30,NA,34.5,-18.35478517,Monday,Winter
1988-02-23,balt,34,-18.29032258,52.0,-8.177085644,Tuesday,Winter
1988-02-24,balt,23,NA,35.0,-4.393951331,Wednesday,Winter
1988-02-25,balt,18,-6.294871795,29.5,-12.7278358,Thursday,Winter
1988-02-26,balt,26,NA,30.5,-11.74896256,Friday,Winter
1988-02-27,balt,30,-7.301282051,36.5,-14.88757758,Saturday,Winter
1988-02-28,balt,19,NA,33.5,-7.487577581,Sunday,Winter
1988-02-29,balt,22,11.634615385,37.5,-12.49181824,Monday,Winter
1988-03-01,balt,21,NA,37.5,-7.133990843,Tuesday,Winter
1988-03-02,balt,24,41.525641026,42.5,-12.38420794,Wednesday,Winter
1988-03-03,balt,19,NA,51.0,-19.94701123,Thursday,Winter
1988-03-04,balt,23,22.919745223,41.5,-17.64457235,Friday,Winter
1988-03-05,balt,19,NA,38.5,2.5178689647,Saturday,Winter
1988-03-06,balt,21,3.5286624204,37.0,-10.21605122,Sunday,Winter
1988-03-07,balt,30,NA,45.0,-10.6997199,Monday,Winter
1988-03-08,balt,28,-1.316455696,43.5,-1.611239016,Tuesday,Winter
1988-03-09,balt,25,NA,51.5,-14.88120424,Wednesday,Winter
1988-03-10,balt,29,-19.50562588,48.5,NA,Thursday,Winter
1988-03-11,balt,22,NA,42.0,-2.550672403,Friday,Winter
1988-03-12,balt,21,-5.069620253,52.5,-1.770801906,Saturday,Winter
1988-03-13,balt,12,NA,51.0,5.4572589934,Sunday,Winter
1988-03-14,balt,30,-14.17088608,35.0,-3.013257977,Monday,Winter
1988-03-15,balt,25,NA,31.5,-0.84921652,Tuesday,Winter
1988-03-16,balt,24,-7.993291405,36.0,-1.782179482,Wednesday,Winter
1988-03-17,balt,23,NA,37.0,0.061801999,Thursday,Winter
1988-03-18,balt,27,-2.817610063,37.0,-15.89145312,Friday,Winter
1988-03-19,balt,27,NA,41.5,0.4976672509,Saturday,Winter
1988-03-20,balt,23,-23.91194969,39.0,2.9250978064,Sunday,Winter
1988-03-21,balt,16,NA,34.5,6.1813478064,Monday,Winter
1988-03-22,balt,28,-0.925366876,35.5,-6.758351268,Tuesday,Winter
1988-03-23,balt,26,NA,42.5,-9.089349657,Wednesday,Winter
1988-03-24,balt,19,7.9559748428,64.0,0.6248864538,Thursday,Winter
1988-03-25,balt,22,NA,66.0,-2.331826509,Friday,Winter
1988-03-26,balt,24,-27.91194969,55.0,-1.753701509,Saturday,Winter
1988-03-27,balt,19,NA,46.5,2.8754651575,Sunday,Winter
1988-03-28,balt,31,-14.16079665,47.0,-5.830206139,Monday,Winter
1988-03-29,balt,20,NA,53.0,-1.763297926,Tuesday,Winter
1988-03-30,balt,27,6.1698113208,57.0,-3.698190786,Wednesday,Winter
1988-03-31,balt,18,NA,58.5,-0.785469826,Thursday,Winter
1988-04-01,balt,18,-9.880503145,54.5,-4.736511493,Friday,Spring
1988-04-02,balt,26,NA,56.5,5.284185318,Saturday,Spring
1988-04-03,balt,22,-7.79245283,61.0,0.0023906774,Sunday,Spring
1988-04-04,balt,19,NA,69.0,-6.952294442,Monday,Spring
1988-04-05,balt,26,NA,62.5,8.0577677723,Tuesday,Spring
1988-04-06,balt,18,NA,57.0,6.1203841597,Wednesday,Spring
1988-04-07,balt,19,-28.89937107,46.5,-5.976394441,Thursday,Spring
1988-04-08,balt,23,NA,49.5,-11.9364078,Friday,Spring
1988-04-09,balt,23,NA,50.5,5.8602888233,Saturday,Spring
1988-04-10,balt,16,NA,48.5,13.280679885,Sunday,Spring
1988-04-11,balt,33,-22.10062893,50.0,10.350977836,Monday,Spring
1988-04-12,balt,19,NA,47.0,0.0337059555,Tuesday,Spring
1988-04-13,balt,15,-13.32704403,45.5,6.2548418959,Wednesday,Spring
1988-04-14,balt,20,NA,45.0,-0.342241047,Thursday,Spring
1988-04-15,balt,26,-12.35220126,52.5,2.8266984257,Friday,Spring
1988-04-16,balt,17,NA,42.5,5.1515405438,Saturday,Spring
1988-04-17,balt,18,-21.14465409,50.5,11.046210004,Sunday,Spring
1988-04-18,balt,22,NA,55.5,-0.665964112,Monday,Spring
1988-04-19,balt,21,-3.98125,43.5,-3.700713322,Tuesday,Spring
1988-04-20,balt,23,NA,47.0,10.540092078,Wednesday,Spring
1988-04-21,balt,21,10.225,52.5,10.469738463,Thursday,Spring
1988-04-22,balt,24,NA,50.0,5.283650292,Friday,Spring
1988-04-23,balt,19,-9.608695652,53.0,-2.254757529,Saturday,Spring
1988-04-24,balt,23,NA,55.0,2.671103737,Sunday,Spring
1988-04-25,balt,24,1.6335403727,53.0,4.3709407948,Monday,Spring
1988-04-26,balt,18,NA,53.5,5.5007126756,Tuesday,Spring
1988-04-27,balt,20,16.611111111,57.5,12.371649239,Wednesday,Spring
1988-04-28,balt,15,NA,52.5,3.640266153,Thursday,Spring
1988-04-29,balt,23,NA,47.0,-0.892671463,Friday,Spring
1988-04-30,balt,20,NA,54.5,8.4319328197,Saturday,Spring
1988-05-01,balt,20,-14.7345679,54.5,6.7245305851,Sunday,Spring
1988-05-02,balt,20,NA,54.0,1.4877987415,Monday,Spring
1988-05-03,balt,15,-13.48447205,53.5,2.786332261,Tuesday,Spring
1988-05-04,balt,16,NA,53.5,-5.636887519,Wednesday,Spring
1988-05-05,balt,26,-9.475308642,58.0,-1.102436867,Thursday,Spring
1988-05-06,balt,18,NA,57.5,15.766997702,Friday,Spring
1988-05-07,balt,28,2.8139329806,68.5,21.166904592,Saturday,Spring
1988-05-08,balt,27,NA,57.5,11.612818507,Sunday,Spring
1988-05-09,balt,19,-14.43915344,58.0,10.026972715,Monday,Spring
1988-05-10,balt,17,NA,65.0,8.3628523446,Tuesday,Spring
1988-05-11,balt,32,-18.8712522,64.0,2.9489634557,Wednesday,Spring
1988-05-12,balt,18,NA,62.5,7.4780143816,Thursday,Spring
1988-05-13,balt,19,4.4938271605,68.0,17.640559671,Friday,Spring
1988-05-14,balt,18,NA,65.0,14.47928753,Saturday,Spring
1988-05-15,balt,29,-11.28571429,65.0,21.534264382,Sunday,Spring
1988-05-16,balt,18,NA,66.0,-3.902666979,Monday,Spring
1988-05-17,balt,27,-7.30026455,69.0,6.2913497278,Tuesday,Spring
1988-05-18,balt,29,NA,63.5,-1.479136383,Wednesday,Spring
1988-05-19,balt,16,-20.30864198,64.5,-5.012353976,Thursday,Spring
1988-05-20,balt,20,NA,63.0,-8.01929842,Friday,Spring
1988-05-21,balt,29,9.7142857143,67.0,6.7938960241,Saturday,Spring
1988-05-22,balt,23,NA,69.5,16.467854357,Sunday,Spring
1988-05-23,balt,19,2.7901234568,75.0,6.8574024654,Monday,Spring
1988-05-24,balt,23,NA,75.0,4.3124145426,Tuesday,Spring
1988-05-25,balt,11,-17.66149068,57.5,1.7690117649,Wednesday,Spring
1988-05-26,balt,15,NA,56.0,4.2416969501,Thursday,Spring
1988-05-27,balt,24,3.5328888889,62.0,5.2312908053,Friday,Spring
1988-05-28,balt,20,NA,66.5,23.205859408,Saturday,Spring
1988-05-29,balt,16,5.4751552795,72.5,32.506438112,Sunday,Spring
1988-05-30,balt,18,NA,76.5,44.255260575,Monday,Spring
1988-05-31,balt,17,55.223602484,78.5,47.746811501,Tuesday,Spring
1988-06-01,balt,23,NA,79.5,46.373547612,Wednesday,Spring
1988-06-02,balt,19,-17.99689441,67.0,19.533964279,Thursday,Spring
1988-06-03,balt,23,NA,58.0,9.0239904466,Friday,Spring
1988-06-04,balt,24,NA,59.0,4.0884580392,Saturday,Spring
1988-06-05,balt,24,NA,66.0,28.442161743,Sunday,Spring
1988-06-06,balt,22,11.316770186,78.5,23.106614239,Monday,Spring
1988-06-07,balt,28,NA,82.0,29.77290349,Tuesday,Spring
1988-06-08,balt,23,-13.5375,68.0,10.479269231,Wednesday,Spring
1988-06-09,balt,17,NA,56.5,4.3833201568,Thursday,Spring
1988-06-10,balt,19,NA,59.0,7.6668849716,Friday,Spring
1988-06-11,balt,17,NA,62.5,8.2932738605,Saturday,Spring
1988-06-12,balt,29,NA,70.5,35.813065527,Sunday,Spring
1988-06-13,balt,16,NA,76.5,44.726431067,Monday,Spring
1988-06-14,balt,16,56.623587302,80.0,52.6847644,Tuesday,Spring
1988-06-15,balt,26,NA,81.5,64.716593104,Wednesday,Spring
1988-06-16,balt,16,46.030864198,80.5,37.4991187,Thursday,Spring
1988-06-17,balt,19,NA,73.5,19.949095616,Friday,Spring
1988-06-18,balt,16,21.950617284,75.0,31.425203649,Saturday,Spring
1988-06-19,balt,19,NA,75.0,36.487415099,Sunday,Spring
1988-06-20,balt,18,18.925925926,81.0,40.272041137,Monday,Spring
1988-06-21,balt,19,NA,84.5,55.147332197,Tuesday,Spring
1988-06-22,balt,33,76.87037037,86.5,50.356358051,Wednesday,Spring
1988-06-23,balt,26,NA,84.5,37.030327664,Thursday,Spring
1988-06-24,balt,16,-16.12962963,72.0,23.808804958,Friday,Spring
1988-06-25,balt,16,NA,72.5,25.638906528,Saturday,Spring
1988-06-26,balt,21,-3.109114812,80.0,27.631057959,Sunday,Spring
1988-06-27,balt,16,NA,70.5,7.0660764259,Monday,Spring
1988-06-28,balt,19,41.061349693,71.5,14.344931458,Tuesday,Spring
1988-06-29,balt,18,NA,77.0,19.746362668,Wednesday,Spring
1988-06-30,balt,17,36.0,66.0,2.0388372754,Thursday,Spring
1988-07-01,balt,17,NA,62.5,-1.341702891,Friday,Summer
1988-07-02,balt,23,-15.46711111,68.0,3.7322814121,Saturday,Summer
1988-07-03,balt,16,NA,73.0,23.952849279,Sunday,Summer
1988-07-04,balt,22,-3.073170732,76.0,37.937036721,Monday,Summer
1988-07-05,balt,18,NA,76.0,26.50732758,Tuesday,Summer
1988-07-06,balt,26,61.926829268,80.0,37.645104087,Wednesday,Summer
1988-07-07,balt,14,NA,83.0,45.902546176,Thursday,Summer
1988-07-08,balt,22,26.454545455,82.0,45.769772881,Friday,Summer
1988-07-09,balt,16,NA,80.5,41.398004645,Saturday,Summer
1988-07-10,balt,10,78.72392638,86.5,50.40239061,Sunday,Summer
1988-07-11,balt,33,NA,86.0,40.558014939,Monday,Summer
1988-07-12,balt,19,11.796296296,78.0,9.8217169575,Tuesday,Summer
1988-07-13,balt,19,NA,82.5,31.480996736,Wednesday,Summer
1988-07-14,balt,20,20.532888889,82.5,21.489768666,Thursday,Summer
1988-07-15,balt,27,NA,88.0,26.916823144,Friday,Summer
1988-07-16,balt,27,NA,86.5,35.866615388,Saturday,Summer
1988-07-17,balt,33,NA,90.0,4.6496465302,Sunday,Summer
1988-07-18,balt,28,-9.6,85.0,26.586878965,Monday,Summer
1988-07-19,balt,21,NA,83.0,16.665834546,Tuesday,Summer
1988-07-20,balt,15,-5.419602067,81.5,5.1177043516,Wednesday,Summer
1988-07-21,balt,13,NA,80.5,2.5149699438,Thursday,Summer
1988-07-22,balt,22,-15.79874214,78.5,0.757216804,Friday,Summer
1988-07-23,balt,22,NA,75.5,-2.202766314,Saturday,Summer
1988-07-24,balt,16,-6.836477987,78.0,30.256027424,Sunday,Summer
1988-07-25,balt,27,NA,79.0,37.471271839,Monday,Summer
1988-07-26,balt,19,13.877203938,78.0,11.30336694,Tuesday,Summer
1988-07-27,balt,28,NA,74.0,16.825351286,Wednesday,Summer
1988-07-28,balt,22,8.0126582278,76.5,9.458638579,Thursday,Summer
1988-07-29,balt,16,NA,83.0,28.23083311,Friday,Summer
1988-07-30,balt,20,31.0,86.0,49.019852447,Saturday,Summer
1988-07-31,balt,21,NA,81.5,22.598927033,Sunday,Summer
1988-08-01,balt,15,44.623587302,81.5,20.472085412,Monday,Summer
1988-08-02,balt,17,NA,82.5,16.212877309,Tuesday,Summer
1988-08-03,balt,21,NA,82.0,-10.91453982,Wednesday,Summer
1988-08-04,balt,20,NA,81.5,-6.025037056,Thursday,Summer
1988-08-05,balt,17,NA,81.5,-5.222180542,Friday,Summer
1988-08-06,balt,14,NA,80.0,3.2715789665,Saturday,Summer
1988-08-07,balt,26,-2.119047619,82.5,21.026643423,Sunday,Summer
1988-08-08,balt,17,NA,80.5,23.548397567,Monday,Summer
1988-08-09,balt,22,41.967948718,80.5,18.540455578,Tuesday,Summer
1988-08-10,balt,24,NA,83.5,4.1777714159,Wednesday,Summer
1988-08-11,balt,23,18.109677419,83.5,17.89327242,Thursday,Summer
1988-08-12,balt,24,NA,85.0,23.813852531,Friday,Summer
1988-08-13,balt,23,7.5328888889,86.0,28.326858977,Saturday,Summer
1988-08-14,balt,19,NA,86.5,17.814773341,Sunday,Summer
1988-08-15,balt,11,40.948051948,88.0,14.844354373,Monday,Summer
1988-08-16,balt,19,NA,81.0,4.7173976506,Tuesday,Summer
1988-08-17,balt,23,34.681818182,83.5,26.383572521,Wednesday,Summer
1988-08-18,balt,21,NA,83.0,22.388668369,Thursday,Summer
1988-08-19,balt,13,-10.86181139,69.5,-3.501478961,Friday,Summer
1988-08-20,balt,12,NA,67.5,-10.25711892,Saturday,Summer
1988-08-21,balt,24,-10.07189542,75.0,8.2455284057,Sunday,Summer
1988-08-22,balt,19,NA,68.0,-0.882579329,Monday,Summer
1988-08-23,balt,22,-13.27631579,69.0,-8.206083012,Tuesday,Summer
1988-08-24,balt,19,NA,78.5,15.26439701,Wednesday,Summer
1988-08-25,balt,19,8.3942669173,75.5,6.4683214635,Thursday,Summer
1988-08-26,balt,19,NA,76.0,21.954644428,Friday,Summer
1988-08-27,balt,16,19.695364238,78.5,29.391799124,Saturday,Summer
1988-08-28,balt,25,NA,76.5,-2.225258887,Sunday,Summer
1988-08-29,balt,18,-0.231788079,73.0,-17.01381782,Monday,Summer
1988-08-30,balt,22,NA,68.5,-1.871427516,Tuesday,Summer
1988-08-31,balt,16,4.5880952381,67.5,-14.55147968,Wednesday,Summer
1988-09-01,balt,26,NA,69.0,-6.52025445,Thursday,Summer
1988-09-02,balt,16,17.153333333,68.0,8.9556870985,Friday,Summer
1988-09-03,balt,24,NA,68.0,12.680176467,Saturday,Summer
1988-09-04,balt,24,-25.7114094,73.0,-4.381863127,Sunday,Summer
1988-09-05,balt,16,NA,69.0,5.9940576828,Monday,Summer
1988-09-06,balt,21,-19.46711111,59.0,-5.285013614,Tuesday,Summer
1988-09-07,balt,19,NA,59.5,-4.544106616,Wednesday,Summer
1988-09-08,balt,16,-3.5,61.0,5.6906557441,Thursday,Summer
1988-09-09,balt,29,NA,69.0,-4.628740002,Friday,Summer
1988-09-10,balt,14,4.3851351351,72.0,8.9343585159,Saturday,Summer
1988-09-11,balt,23,NA,70.5,8.3498773405,Sunday,Summer
1988-09-12,balt,23,6.7142857143,64.5,-10.03178014,Monday,Summer
1988-09-13,balt,22,NA,75.5,1.5046523634,Tuesday,Summer
1988-09-14,balt,21,-11.85714286,67.0,1.1110573221,Wednesday,Summer
1988-09-15,balt,18,NA,63.5,-3.264057462,Thursday,Summer
1988-09-16,balt,24,-15.81506849,60.5,-1.327932377,Friday,Summer
1988-09-17,balt,24,NA,61.0,-4.862427526,Saturday,Summer
1988-09-18,balt,17,-6.976190476,70.0,-6.225375185,Sunday,Summer
1988-09-19,balt,18,NA,72.0,-3.895141025,Monday,Summer
1988-09-20,balt,19,-5.751724138,76.5,-10.65558639,Tuesday,Summer
1988-09-21,balt,18,NA,68.5,-8.23422854,Wednesday,Summer
1988-09-22,balt,24,5.3310344828,67.0,-6.577647912,Thursday,Summer
1988-09-23,balt,27,NA,74.5,2.3553181118,Friday,Summer
1988-09-24,balt,21,-18.46711111,64.5,-1.34750558,Saturday,Summer
1988-09-25,balt,27,NA,56.0,-5.765664441,Sunday,Summer
1988-09-26,balt,17,-11.80555556,64.5,0.5851160916,Monday,Summer
1988-09-27,balt,20,NA,63.5,-6.135269583,Tuesday,Summer
1988-09-28,balt,24,8.0979020979,67.5,10.507492025,Wednesday,Summer
1988-09-29,balt,26,NA,59.0,-13.75666817,Thursday,Summer
1988-09-30,balt,28,13.532888889,66.5,-10.58701712,Friday,Summer
1988-10-01,balt,13,NA,67.0,NA,Saturday,Autumn
1988-10-02,balt,14,-12.78873239,70.0,NA,Sunday,Autumn
1988-10-03,balt,17,NA,62.0,-15.45966753,Monday,Autumn
1988-10-04,balt,25,-16.78873239,59.0,-15.15026775,Tuesday,Autumn
1988-10-05,balt,18,NA,52.5,-11.49370209,Wednesday,Autumn
1988-10-06,balt,15,-12.37209302,49.0,-11.58633295,Thursday,Autumn
1988-10-07,balt,19,NA,47.0,-13.60957924,Friday,Autumn
1988-10-08,balt,24,-21.80985915,48.0,-10.0161998,Saturday,Autumn
1988-10-09,balt,17,NA,48.5,-5.29765067,Sunday,Autumn
1988-10-10,balt,27,20.190140845,55.0,-7.751851772,Monday,Autumn
1988-10-11,balt,30,NA,55.0,-10.72522184,Tuesday,Autumn
1988-10-12,balt,22,-19.46711111,45.5,-9.510231019,Wednesday,Autumn
1988-10-13,balt,15,NA,42.5,-10.96350387,Thursday,Autumn
1988-10-14,balt,20,-3.113475177,46.0,-13.55095154,Friday,Autumn
1988-10-15,balt,26,NA,56.0,-10.1337908,Saturday,Autumn
1988-10-16,balt,33,2.9503546099,58.0,4.4533304072,Sunday,Autumn
1988-10-17,balt,19,NA,60.0,-4.966550217,Monday,Autumn
1988-10-18,balt,17,-2.844444444,60.5,-15.1943769,Tuesday,Autumn
1988-10-19,balt,22,NA,50.5,-13.40014007,Wednesday,Autumn
1988-10-20,balt,21,-14.08571429,48.5,-15.41985301,Thursday,Autumn
1988-10-21,balt,32,NA,47.5,-18.10285896,Friday,Autumn
1988-10-22,balt,26,-23.99280576,49.5,-16.03364408,Saturday,Autumn
1988-10-23,balt,29,NA,54.5,-7.546040775,Sunday,Autumn
1988-10-24,balt,22,-9.467111111,53.0,-13.2878911,Monday,Autumn
1988-10-25,balt,24,NA,47.5,-12.7506384,Tuesday,Autumn
1988-10-26,balt,15,5.768115942,44.0,-14.09712601,Wednesday,Autumn
1988-10-27,balt,31,NA,43.5,-16.30477064,Thursday,Autumn
1988-10-28,balt,15,32.905109489,51.5,-17.2469194,Friday,Autumn
1988-10-29,balt,28,NA,44.0,-12.74646026,Saturday,Autumn
1988-10-30,balt,27,-11.18036407,44.0,-8.853553923,Sunday,Autumn
1988-10-31,balt,32,NA,37.5,-13.72350342,Monday,Autumn
1988-11-01,balt,15,NA,45.5,-15.46521899,Tuesday,Autumn
1988-11-02,balt,26,NA,46.0,-13.26693177,Wednesday,Autumn
1988-11-03,balt,19,0.8161764706,52.5,-13.35892882,Thursday,Autumn
1988-11-04,balt,23,NA,57.5,-16.95213359,Friday,Autumn
1988-11-05,balt,17,-19.46711111,60.5,-10.52421807,Saturday,Autumn
1988-11-06,balt,18,NA,55.5,-9.773758938,Sunday,Autumn
1988-11-07,balt,24,-24.12592593,49.0,-13.3655863,Monday,Autumn
1988-11-08,balt,10,NA,47.5,-18.74471853,Tuesday,Autumn
1988-11-09,balt,24,1.9481481481,50.5,-13.07541183,Wednesday,Autumn
1988-11-10,balt,20,NA,52.0,-18.59986087,Thursday,Autumn
1988-11-11,balt,26,-19.46711111,48.0,-10.96039806,Friday,Autumn
1988-11-12,balt,19,NA,42.5,-15.0128744,Saturday,Autumn
1988-11-13,balt,17,-23.02985075,53.0,-16.96087716,Sunday,Autumn
1988-11-14,balt,16,NA,51.0,-17.69775682,Monday,Autumn
1988-11-15,balt,20,6.8646616541,49.0,-15.73709786,Tuesday,Autumn
1988-11-16,balt,22,NA,56.0,-19.51602348,Wednesday,Autumn
1988-11-17,balt,26,-15.46,50.5,-12.60017028,Thursday,Autumn
1988-11-18,balt,25,NA,44.5,-12.74410968,Friday,Autumn
1988-11-19,balt,16,-12.34090909,40.0,-17.91318681,Saturday,Autumn
1988-11-20,balt,23,NA,52.0,-12.7091005,Sunday,Autumn
1988-11-21,balt,19,-30.37121212,49.5,-10.21770931,Monday,Autumn
1988-11-22,balt,21,NA,38.0,-14.26041902,Tuesday,Autumn
1988-11-23,balt,16,59.521909633,41.0,-17.40526625,Wednesday,Autumn
1988-11-24,balt,27,NA,41.0,-10.00960509,Thursday,Autumn
1988-11-25,balt,18,-17.90076336,42.5,-16.82445817,Friday,Autumn
1988-11-26,balt,14,NA,45.5,-17.41035849,Saturday,Autumn
1988-11-27,balt,24,-12.79230769,58.0,-18.62454582,Sunday,Autumn
1988-11-28,balt,21,NA,49.5,-9.940876121,Monday,Autumn
1988-11-29,balt,16,-18.69842809,40.5,-11.84894894,Tuesday,Autumn
1988-11-30,balt,22,NA,41.0,-17.80230663,Wednesday,Autumn
1988-12-01,balt,23,-17.40310078,39.0,-11.32147559,Thursday,Autumn
1988-12-02,balt,26,NA,36.5,-14.40262803,Friday,Autumn
1988-12-03,balt,20,-20.55813953,46.5,-11.13529561,Saturday,Autumn
1988-12-04,balt,23,NA,44.0,3.2475097137,Sunday,Autumn
1988-12-05,balt,27,3.8152698552,41.0,-11.46047428,Monday,Autumn
1988-12-06,balt,26,NA,43.0,-16.03586754,Tuesday,Autumn
1988-12-07,balt,22,NA,46.0,-17.34957277,Wednesday,Autumn
1988-12-08,balt,17,NA,41.5,-13.5397702,Thursday,Autumn
1988-12-09,balt,15,-13.46875,32.5,-14.65140034,Friday,Autumn
1988-12-10,balt,14,NA,27.0,-14.17263541,Saturday,Autumn
1988-12-11,balt,20,-16.74074074,26.0,-4.713613375,Sunday,Autumn
1988-12-12,balt,20,NA,16.5,-8.028421536,Monday,Autumn
1988-12-13,balt,16,1.6201550388,17.5,-17.46101825,Tuesday,Autumn
1988-12-14,balt,21,NA,34.0,-15.62894755,Wednesday,Autumn
1988-12-15,balt,25,-1.369230769,40.0,-9.639278125,Thursday,Autumn
1988-12-16,balt,23,NA,26.0,-0.512671146,Friday,Autumn
1988-12-17,balt,24,-10.87812231,25.5,-11.97421844,Saturday,Autumn
1988-12-18,balt,28,NA,24.0,-10.26680338,Sunday,Autumn
1988-12-19,balt,19,0.007751938,37.5,-15.05284562,Monday,Autumn
1988-12-20,balt,23,NA,45.0,-15.20282366,Tuesday,Autumn
1988-12-21,balt,24,-9.84375,50.0,-17.58730583,Wednesday,Autumn
1988-12-22,balt,23,NA,36.0,-12.98257463,Thursday,Autumn
1988-12-23,balt,20,0.0436921296,35.5,-17.41392484,Friday,Autumn
1988-12-24,balt,20,NA,47.0,-16.83972741,Saturday,Autumn
1988-12-25,balt,25,-31.29133858,45.5,1.61499016,Sunday,Autumn
1988-12-26,balt,29,NA,35.5,-9.007477279,Monday,Autumn
1988-12-27,balt,14,-17.88188976,39.5,-13.45301859,Tuesday,Autumn
1988-12-28,balt,13,NA,50.5,-6.573595867,Wednesday,Autumn
1988-12-29,balt,18,-9.814141414,30.5,-9.620732739,Thursday,Autumn
1988-12-30,balt,22,NA,33.5,-16.42313878,Friday,Autumn
1988-12-31,balt,26,-9.277777778,40.0,-11.31431662,Saturday,Autumn
1989-01-01,balt,19,NA,36.0,-15.323744,Sunday,Winter
1989-01-02,balt,23,-7.888,41.0,-12.68047118,Monday,Winter
1989-01-03,balt,28,NA,36.0,-10.952352,Tuesday,Winter
1989-01-04,balt,16,-19.68507576,25.5,-0.705732297,Wednesday,Winter
1989-01-05,balt,20,NA,22.5,-12.88740787,Thursday,Winter
1989-01-06,balt,29,2.7822580645,30.5,-16.12539467,Friday,Winter
1989-01-07,balt,18,NA,32.0,-16.07930529,Saturday,Winter
1989-01-08,balt,27,NA,41.0,-14.20640026,Sunday,Winter
1989-01-09,balt,33,NA,41.5,-10.58693625,Monday,Winter
1989-01-10,balt,18,2.3500378788,34.0,-13.73787472,Tuesday,Winter
1989-01-11,balt,31,NA,38.0,-13.61450414,Wednesday,Winter
1989-01-12,balt,28,NA,41.0,-16.57004418,Thursday,Winter
1989-01-13,balt,20,NA,36.0,-10.35705535,Friday,Winter
1989-01-14,balt,19,-8.809917355,28.5,-12.19737193,Saturday,Winter
1989-01-15,balt,19,NA,46.5,-14.78501159,Sunday,Winter
1989-01-16,balt,28,-6.59875,38.5,-10.43842068,Monday,Winter
1989-01-17,balt,17,NA,38.5,-13.72622725,Tuesday,Winter
1989-01-18,balt,19,43.133333333,41.0,-14.21521093,Wednesday,Winter
1989-01-19,balt,18,NA,45.5,-10.79774979,Thursday,Winter
1989-01-20,balt,22,NA,39.0,-8.153778659,Friday,Winter
1989-01-21,balt,23,NA,26.0,1.8701971324,Saturday,Winter
1989-01-22,balt,19,0.1304166667,31.0,-12.68997512,Sunday,Winter
1989-01-23,balt,21,NA,38.5,-15.27831311,Monday,Winter
1989-01-24,balt,18,NA,44.5,-12.6451031,Tuesday,Winter
1989-01-25,balt,19,NA,41.5,-12.17288642,Wednesday,Winter
1989-01-26,balt,19,6.731092437,45.0,-13.55021417,Thursday,Winter
1989-01-27,balt,27,NA,44.5,-5.349911563,Friday,Winter
1989-01-28,balt,11,3.0901515152,38.0,-11.63610803,Saturday,Winter
1989-01-29,balt,20,NA,46.0,-12.81930169,Sunday,Winter
1989-01-30,balt,21,2.1525423729,50.0,-10.87786477,Monday,Winter
1989-01-31,balt,22,NA,43.5,-10.95910313,Tuesday,Winter
1989-02-01,balt,35,NA,56.0,-10.65149139,Wednesday,Winter
1989-02-02,balt,18,NA,48.0,-11.84143553,Thursday,Winter
1989-02-03,balt,23,-6.847457627,40.0,-10.00693832,Friday,Winter
1989-02-04,balt,20,NA,28.0,0.9143990189,Saturday,Winter
1989-02-05,balt,16,NA,29.0,-11.250871,Sunday,Winter
1989-02-06,balt,20,NA,40.0,-11.06919037,Monday,Winter
1989-02-07,balt,15,-10.743589740000001,33.5,-5.05243059,Tuesday,Winter
1989-02-08,balt,23,NA,31.0,-2.827453867,Wednesday,Winter
1989-02-09,balt,17,-9.38106383,23.5,2.8150465557,Thursday,Winter
1989-02-10,balt,24,NA,25.0,-6.668817927,Friday,Winter
1989-02-11,balt,17,-2.301724138,33.0,-7.480968765,Saturday,Winter
1989-02-12,balt,17,NA,34.0,0.2473831902,Sunday,Winter
1989-02-13,balt,30,NA,29.5,-10.88250508,Monday,Winter
1989-02-14,balt,24,NA,48.5,-13.42882724,Tuesday,Winter
1989-02-15,balt,20,23.774951644,55.0,-14.57454418,Wednesday,Winter
1989-02-16,balt,25,NA,44.0,-3.557530472,Thursday,Winter
1989-02-17,balt,20,NA,30.5,-5.95524928,Friday,Winter
1989-02-18,balt,19,NA,29.5,-12.00050068,Saturday,Winter
1989-02-19,balt,24,1.9385964912,34.0,-10.96244202,Sunday,Winter
1989-02-20,balt,24,NA,41.5,-6.977688758,Monday,Winter
1989-02-21,balt,29,-12.30909091,46.0,-17.08418317,Tuesday,Winter
1989-02-22,balt,27,NA,47.5,-15.66728373,Wednesday,Winter
1989-02-23,balt,22,-10.32743363,36.5,5.3559330132,Thursday,Winter
1989-02-24,balt,16,NA,27.0,1.7371825072,Friday,Winter
